Station,Year,x,y,Open.Water,Developed.Open,Developed.Low,Developed.Mid,Developed.High,Barren,Deciduous,Coniferous,Mixed,Scrub,Grassland,Pasture,Cultivated.Crops,Woody.Wetlands,Herbaceus.Wetlands,road_density,camera,random,forest_edgedensity,snow_depth,deer
8R1822A,2021,295952,4677516,0.002996433,0.038810939,0.001854935,0.000237812,0,0,0.472437574,0.076956005,0.249702735,0.010606421,0.004565993,0.128656361,0.011843044,0.000380499,0.000951249,1.320861876,Reconyx,0.927385374,47.24534285,134.012037,NA
8R1822B,2021,297717,4679746,0.009352858,0.04435522,0.003637222,0.00099197,0.00014171,9.45E-05,0.445914029,0.083939537,0.24208786,0.009447331,0.001086443,0.085545583,0.061832782,0.003778932,0.007794048,1.435173605,Browning,0.582740719,49.67721619,92.43333333,NA
8R1838A,2021,320214,4682828,0.000609871,0.045974855,0.004175267,0.000797523,0.000140739,0.000562957,0.54635016,0.022377557,0.210123851,0.002767874,0.002767874,0.119253143,0.043629199,9.38E-05,0.000375305,1.680967331,Reconyx,0.496576263,48.16413336,91.28977778,NA
8R1838B,2021,321478,4683390,0.000614077,0.047236656,0.002645253,0.000661313,0.00014171,0.000330657,0.523429381,0.020217289,0.21483231,0.0014171,0.001180916,0.168351441,0.018941899,0,0,1.698905706,Browning,0.133999702,50.44874823,94.98838384,NA
8R1844A,2021,346955,4681905,0.000661313,0.051724138,0.017713746,0.003731696,0.000188947,0.00028342,0.560037789,0.014737837,0.209636278,0.005007085,0.00127539,0.08417572,0.031790269,0.014785073,0.004251299,1.836441334,Reconyx,0.965568302,58.30577862,111.0166667,NA
8R1844B,2021,347043,4683777,0.000614077,0.038356164,0.015777043,0.002409069,0.000188947,0.00085026,0.480963628,0.022673595,0.237836561,0.005007085,0.00155881,0.14307983,0.032923949,0.014596127,0.003164856,1.764318005,Reconyx,0.279677591,52.95229098,97.94027778,NA
8R1848A,2021,366151,4682173,0.000236183,0.042040624,0.002314596,0.000236183,0,0.00014171,0.480632971,0.031412376,0.338072744,0.003259329,0.011147851,0.085970713,0,0.004204062,0.000330657,1.446929373,Reconyx,0.853147685,49.8031806,182.3149758,NA
8R1848B,2021,367153,4683287,0,0.034815696,0.005612366,0.000713436,0,0.000142687,0.456741974,0.032294887,0.354482759,0.006516052,0.004851367,0.099881094,0.000760999,0.00313912,4.76E-05,1.457480609,Reconyx,0.13646466,49.43321443,169.9651515,NA
8R1849A,2021,371717,4681043,0.000998811,0.052318668,0.003900119,0.000808561,0,0.000475624,0.405897741,0.024209275,0.315338882,0.008513674,0.001189061,0.17745541,0,0.007705113,0.001189061,1.413681405,Reconyx,0.588970232,59.86523979,178.1032407,NA
8R1849B,2021,370650,4681005,0.001189061,0.044756243,0.003709869,0.000713436,0,0.000713436,0.389821641,0.029726516,0.327800238,0.007277051,0.000428062,0.181117717,0,0.010178359,0.002568371,1.410041308,Reconyx,0.49075734,56.09195402,188.9066667,NA
8R1851A,2021,374787,4682575,0.010297591,0.04194615,0.005007085,0.000755786,4.72E-05,0.015304676,0.415729806,0.030467643,0.287057156,0.008266415,0.010392064,0.094992915,0.007368918,0.043174303,0.029192253,1.50716123,Reconyx,0.629684279,51.88159345,192.4481481,NA
8R1851B,2021,376058,4682335,0.009636278,0.035994332,0.005668399,0.00070855,4.72E-05,0.016060463,0.324468588,0.063863958,0.34307983,0.007746812,0.010155881,0.10070855,0.007227208,0.046764289,0.027869627,1.483190604,Reconyx,0.667836406,50.37002047,216.4974747,NA
8R1856A,2021,376495,4686296,0.006707605,0.036136042,0.006376949,0.000755786,4.72E-05,0,0.426499764,0.052385451,0.318516769,0.001606046,4.72E-05,0.068304204,0,0.064525272,0.018091639,1.74746716,Reconyx,0.834363301,44.764604,200.900463,NA
8R1856B,2021,374617,4685305,0.008077468,0.049976382,0.009636278,0.00113368,9.45E-05,0,0.484411904,0.022248465,0.245772319,0.004629192,0.001039206,0.118375059,0,0.035710912,0.018894662,1.669210008,Reconyx,0.283195781,59.20327507,176.6942222,NA
8R1859A,2021,318135,4688201,0.004015116,0.056022674,0.005196032,0.00127539,0.000188947,4.72E-05,0.427775154,0.051676901,0.254180444,0.00070855,0.004298536,0.119792159,0.030467643,0.040623524,0.003731696,1.604681887,Reconyx,0.817388686,62.39962211,89.00808081,NA
8R1859B,2021,314819,4686654,0.010606421,0.058787158,0.035529132,0.010749108,0.001664685,0.00137931,0.293269917,0.042330559,0.210891795,0.013793103,0.007419738,0.122758621,0.166896552,0.011319857,0.012604043,1.592395353,Reconyx,0.07852075,55.3626635,81.24355556,NA
8R185A,2021,332821,4691764,0.000281479,0.036498405,0.004644399,0.00075061,0,0.000375305,0.377556765,0.088431225,0.368502533,0.005535748,0.004878964,0.088478138,0.005488835,0.017873898,0.000703697,1.594909268,Reconyx,0.512143011,45.95921686,128.0977778,NA
8R185B,2021,331949,4690688,0.00056684,0.038875768,0.004015116,0.001606046,0.000330657,0.000944733,0.411667454,0.091922532,0.338923004,0.005384979,0.006518658,0.073594709,0.00056684,0.024468588,0.000614077,1.584638119,Reconyx,0.568337928,52.19650449,128.9939394,NA
8R1860A,2021,317184,4690258,0,0.046631638,0.005254269,0.001407394,0.000234566,0.000281479,0.410958904,0.063708013,0.333739914,0.003518484,0.002580221,0.110996435,0.019140552,0.000938262,0.000609871,1.632138673,Reconyx,0.193836751,52.90235817,100.9357488,NA
8R1860B,2021,315245,4688496,0.002908613,0.054231563,0.017451679,0.005582661,0.000891349,0.001125915,0.360339651,0.045552637,0.277209608,0.015293676,0.009945581,0.115828486,0.082144868,0.005676487,0.005817226,1.61447002,Reconyx,0.151555638,57.82823544,96.30694444,NA
8R1861A,2021,321233,4690171,0.009369798,0.058263971,0.0082283,0.001807372,0.000237812,0.001950059,0.440760999,0.027538644,0.148489893,0.00665874,0.002425684,0.140261593,0.022401902,0.114340071,0.017265161,1.598557345,Reconyx,0.931665409,69.86920333,76.63644444,NA
8R1861B,2021,322184,4689171,0.013464065,0.05057234,0.008538187,0.002158003,9.38E-05,0.00150122,0.385297429,0.036732971,0.19806718,0.003377744,0.002674048,0.123053106,0.062629011,0.096500281,0.015340589,1.594109997,Reconyx,0.139931446,68.46187527,79.05,NA
8R186A,2021,335786,4689479,0.001653283,0.039253661,0.003731696,0.001889466,0.000330657,0.00070855,0.547992442,0.054369391,0.269390647,0.006140765,0.003684459,0.05663675,0.00198394,0.009966934,0.002267359,1.573325976,Reconyx,0.633062275,45.01653283,119.4989418,NA
8R186B,2021,334463,4690781,0.00150122,0.041658848,0.002908613,0.001595046,0.000328392,0.000516044,0.491602552,0.087633702,0.321448677,0.004128354,0.001782698,0.030305874,0,0.013464065,0.001125915,1.581926405,Browning,0.55998547,41.75267405,132.7967593,NA
8R19A,2021,309563,4667104,0.014120848,0.055779696,0.009101145,0.003002439,0.000234566,4.69E-05,0.329330081,0.063614187,0.240382811,0.001407394,0.004738225,0.219271908,0.048977294,0.002017264,0.00797523,1.409390002,Reconyx,0.173266698,59.0948896,84.64722222,NA
8R19B,2021,307006,4668569,0.008866579,0.04620942,0.01083693,0.003987615,0.000328392,0.000516044,0.278007131,0.115828486,0.285278664,0.006520923,0.002204916,0.180240195,0.048930381,0.005629574,0.006614749,1.349926662,Reconyx,0.549419903,62.31625696,103.3203704,NA
8R2019A,2021,317720,4682867,0.009730751,0.075342466,0.040765234,0.013320737,0.001180916,0.001086443,0.38686821,0.009400094,0.125413321,0.002550779,0.004062352,0.123429381,0.154511101,0.027869627,0.024468588,1.636742141,Browning,0.20240934,54.70004724,69.45410628,NA
8R2019B,2021,317954,4684087,0.008502598,0.062257912,0.034010392,0.011809164,0.000755786,0.000897496,0.396032121,0.010533774,0.121350968,0.002078413,0.005101559,0.121492678,0.177042985,0.031176193,0.016957959,1.614204296,Reconyx,0.384623074,54.18044402,72.67377778,NA
8R294,2021,293505,4701710,0.000472367,0.055880964,0.004298536,0.0014171,9.45E-05,0.00042513,0.334246575,0.027869627,0.161785546,0.002834199,0.001794993,0.288710439,0.109163911,0.010250354,0.000755786,1.708168006,Reconyx,0.388700468,80.03464021,73.44242424,NA
8R296,2021,321154,4712280,0.059565423,0.063580538,0.011053377,0.003353803,0.000519603,0.001086443,0.279877185,0.027019367,0.215021256,0.010958904,0.002928673,0.1706188,0.14393009,0.010392064,9.45E-05,1.658148125,Reconyx,0.948380523,64.74570934,90.1,NA
8R297,2021,304521,4701308,0,0.056577219,0.007365359,0.001454307,0.000234566,0.000562957,0.365875399,0.020829424,0.158988553,0.00150122,0.002767874,0.18361794,0.195017827,0.005207356,0,1.716963572,Browning,0.204294128,71.21411147,77.2875,NA
8R298,2021,308660,4702166,0.001046373,0.054458977,0.010511296,0.002092747,0.00019025,0,0.218834721,0.021973841,0.15705113,0.004042806,0.001141498,0.333365042,0.153674197,0.032580262,0.009036861,1.710857995,Reconyx,0.180796921,55.98097503,86.14090909,NA
8R299,2021,314038,4702217,0.000234566,0.044426722,0.002064177,0.000469131,0,0,0.545271158,0.051604429,0.286357666,0.00211109,0.000891349,0.033026834,0.027631826,0.005911053,0,1.71377939,Browning,0.537868786,39.6884969,126.6676768,NA
8R29A,2021,308945,4671607,0.012431976,0.042690936,0.008115969,0.003940702,0.000328392,0.000609871,0.27242447,0.0636611,0.232923625,0.00586414,0.003049353,0.29484894,0.033402139,0.017357853,0.008350535,1.467368737,Reconyx,0.596947273,61.80021267,83.55244444,NA
8R29B,2021,309747,4669355,0.007227208,0.044024563,0.008738781,0.003259329,0.000330657,0.000472367,0.281813888,0.061643836,0.24463864,0.002881436,0.005762872,0.279546528,0.044307983,0.007510628,0.007841285,1.46559998,Reconyx,0.785828642,58.30577862,90.22888889,NA
8R30A,2021,305024,4671456,0.012612187,0.04478035,0.008171941,0.002692489,0.002928673,0.000377893,0.329900803,0.088946623,0.245063769,0.009919698,0.001228153,0.178837978,0.062352385,0.004345772,0.007841285,1.346610621,Reconyx,0.202267212,66.61943001,111.1693333,NA
8R30B,2021,306060,4672461,0.012175981,0.04646849,0.008180737,0.002425684,9.51E-05,0.00019025,0.3356956,0.092699168,0.258739596,0.008323424,0.001236623,0.177693222,0.045231867,0.003281807,0.007562426,1.387969978,Reconyx,0.777706033,59.13594927,111.0347826,NA
8R31A,2021,351679,4675357,0.005897741,0.054554102,0.03510107,0.004994055,0.000570749,0.000570749,0.24019025,0.01293698,0.12960761,0.003709869,0.002187872,0.383495838,0.092033294,0.023876338,0.010273484,2.110399979,Reconyx,0.836299915,59.73840666,113.6152778,NA
8R31B,2021,352807,4675430,0.000519603,0.052621634,0.032593292,0.004298536,0.000472367,0.00042513,0.240434577,0.020122815,0.162871989,0.002314596,0.000944733,0.427208314,0.035427492,0.014170997,0.005573925,2.071823978,Reconyx,0.94654554,60.57313809,112.4267677,NA
8R326,2021,320215,4682828,0.000609871,0.045974855,0.004175267,0.000797523,0.000140739,0.000562957,0.54635016,0.022377557,0.210123851,0.002767874,0.002767874,0.119253143,0.043629199,9.38E-05,0.000375305,1.680967331,Reconyx,0.648581883,48.16413336,91.28977778,NA
8R327,2021,292842,4706040,9.38E-05,0.050431601,0.020501032,0.003846876,0.000375305,0.00647401,0.331863389,0.026365172,0.166213173,0.001313567,0.00586414,0.213360856,0.14674423,0.018577594,0.00797523,1.705631426,Browning,0.33378874,60.43973228,93.36296296,NA
8R330,2021,304318,4707016,0.000609871,0.046913117,0.006239445,0.000985175,9.38E-05,0.00075061,0.363764309,0.019187465,0.194689435,0.00361231,0.010602364,0.165321824,0.169731657,0.016747983,0.00075061,1.64429714,Browning,0.605635907,64.11459311,113.2686869,NA
8R331,2021,307872,4705535,0.000234566,0.045036592,0.006661663,0.00225183,9.38E-05,0,0.316475887,0.033824357,0.211578157,0.001548133,0.002439482,0.302120473,0.076702946,0.000656784,0.000375305,1.693153326,Reconyx,0.024707482,52.66779258,103.3202899,NA
8R332,2021,314003,4705421,0.006093529,0.049456778,0.007132735,0.001228153,0.000236183,0,0.418233349,0.01398205,0.161549362,0.004912612,0.001464336,0.050401512,0.137505905,0.135663675,0.012139821,1.659404978,Reconyx,0.159907446,54.66855613,100.2603865,NA
8R335,2021,336808,4704820,0.002550779,0.049645725,0.012659424,0.002881436,0.00056684,0,0.188899386,0.009116675,0.152952291,0.004770902,0.003826169,0.352952291,0.210628248,0.007085498,0.001464336,1.671602694,Browning,0.946285162,58.63643521,92.63733333,NA
8R336,2021,339710,4705582,0.000281479,0.065209233,0.011259148,0.004128354,0.000516044,0.000891349,0.164618127,0.013417151,0.179630325,0.006051792,0.002955526,0.266888722,0.281291049,0.002767874,9.38E-05,1.652569383,Browning,0.363069664,58.51629449,86.34259259,NA
8R356,2021,288666,4709267,0.036797355,0.055739254,0.017099669,0.003684459,0.00014171,0.004770902,0.217335853,0.026121871,0.14478035,0.004251299,0.001747756,0.295559754,0.179215872,0.010014171,0.002739726,1.693483574,Browning,0.88551332,66.65092111,91.67874396,NA
8R357,2021,293864,4710366,4.69E-05,0.070510415,0.031854006,0.009617189,0.001923438,0.000797523,0.249014825,0.024394821,0.121551886,0.008538187,0.009523363,0.305826609,0.155094764,0.00647401,0.004832051,1.691943336,Reconyx,0.963550329,73.46594108,94.67222222,NA
8R358,2021,331831,4708879,0.001079002,0.048555076,0.007271533,0.002064177,0.000703697,0,0.392756615,0.038046538,0.1026459,0.019797335,0.006520923,0.211953462,0.108322387,0.05643648,0.003846876,1.700251325,Reconyx,0.866897736,62.50390943,93.98666667,NA
8R359,2021,335527,4710097,0.000375305,0.070463502,0.026130606,0.007506099,0.001970351,0,0.279133046,0.01519985,0.103584162,0.017920811,0.000469131,0.204728842,0.239491462,0.032370051,0.000656784,1.687418729,Reconyx,0.459055741,64.42734722,90.99040404,NA
8R360,2021,340710,4710960,0.00497279,0.073184462,0.033730531,0.007459186,0.001923438,0.001313567,0.196143742,0.018108463,0.062816664,0.018108463,0.00361231,0.103349597,0.434133984,0.039688497,0.001454307,1.599705982,Reconyx,0.049707055,63.45780947,83.87020202,NA
8R377,2021,339278,4714472,0.000236183,0.044260746,0.011100614,0.004156826,0.000472367,0,0.238261691,0.00198394,0.025271611,0.005243269,0.002928673,0.108360888,0.514454417,0.041993387,0.00127539,1.633573985,Browning,0.960050008,51.97606676,78.02020202,NA
8R390,2021,320417,4718024,0.000469131,0.044661287,0.004175267,0.001782698,0.000187652,0,0.322762244,0.015434415,0.093966973,0.002627135,0.002814787,0.270078814,0.226168137,0.014871458,0,1.665775725,Reconyx,0.811058312,63.28579471,105.1302222,NA
8R405,2021,309376,4737383,0.34901308,0.089702735,0.01940547,0.005897741,0.000951249,4.76E-05,0.234625446,0.009036861,0.069060642,0.009702735,0.000665874,0.165184304,0.043472057,0.001236623,0.001997622,1.760171456,Browning,0.397484117,53.42845818,77.03333333,NA
8R406,2021,320284,4720518,0.000380499,0.061831153,0.006135553,0.001617122,0.000285375,0.000665874,0.409892985,0.030249703,0.189298454,0.010035672,0.002282996,0.178977408,0.099453032,0.008799049,9.51E-05,1.649639328,Reconyx,0.302967602,66.39714625,112.2914141,NA
8R407,2021,324447,4720719,0.000951249,0.07353151,0.009750297,0.002282996,0.00019025,0.000285375,0.33902497,0.013032105,0.099453032,0.016551724,0.002330559,0.170844233,0.207705113,0.059310345,0.004756243,1.652485991,Browning,0.338100899,72.81807372,82.60185185,NA
8R421,2021,324361,4725570,0.000236183,0.061360416,0.009919698,0.002314596,0.00042513,0,0.30042513,0.022153991,0.107652338,0.007227208,0.00155881,0.160415683,0.30014171,0.024232404,0.001936703,1.644774988,Browning,0.9647675,71.23287671,88.25377778,NA
8R44A,2021,297118,4674741,0.001219741,0.042925502,0.002486395,0.000516044,9.38E-05,0,0.44506474,0.035794708,0.196190655,0.00511353,0.003237005,0.221476825,0.042550197,0.002720961,0.000609871,1.283531278,Browning,0.387416516,60.84631263,87.04021164,NA
8R44B,2021,296977,4672876,9.38E-05,0.040532933,0.003283918,0.001454307,0.000187652,0.000234566,0.358040908,0.030728092,0.182257459,0.004269094,0.001735785,0.300103209,0.070698067,0.005676487,0.000703697,1.263360691,Browning,0.137035409,60.18952899,71.99747475,NA
8R454,2021,297351,4736799,0.006093529,0.041001417,0.006282475,0.000614077,0,0,0.72753897,0.035049598,0.127727917,0.008455361,0.00056684,0.045111006,0,0.001464336,9.45E-05,1.591251977,Browning,0.64758555,43.36324988,107.2656085,NA
8R455,2021,301346,4736753,0.002204916,0.046490899,0.008303622,0.00225183,0.000375305,0.008960405,0.692390692,0.022659035,0.132248077,0.012525802,0.007365359,0.033542879,0.001923438,0.028241696,0.000516044,1.668631999,Reconyx,0.002689795,54.43485332,117.3242424,NA
8R456,2021,305344,4737567,0.000422218,0.033777444,0.006098705,0.001266654,0,0,0.638159129,0.022330644,0.108650779,0.006849315,0.002627135,0.087164571,0.057280916,0.032041659,0.003330831,1.768574998,Reconyx,0.530846631,43.97322825,116.9680556,NA
8R45A,2021,301518,4674063,0.013887577,0.047709022,0.010581011,0.003920642,0.000330657,0.00014171,0.378601795,0.106707605,0.254983467,0.005715635,0.001511573,0.104534719,0.063580538,0.002456306,0.005337742,1.31199801,Reconyx,0.866597126,59.21902063,97.22755556,NA
8R45B,2021,302377,4672760,0.014167761,0.049024207,0.011493714,0.004034528,0.001782698,0.000609871,0.338431225,0.096078063,0.224666917,0.007881404,0.002204916,0.134781385,0.103068118,0.004597485,0.007177707,1.316375,Browning,0.986641983,63.95821605,102.594709,NA
8R467,2021,304444,4739485,0.002361833,0.029192253,0.006093529,0.00056684,9.45E-05,0,0.582380727,0.040103921,0.165044875,0.005526689,0.000377893,0.065470005,0.035285782,0.062257912,0.005243269,1.789407333,Browning,0.981078407,41.70996693,113.1585859,NA
8R468,2021,309955,4740241,0.226261963,0.052214299,0.016091199,0.002720961,0.000375305,0.000234566,0.308782135,0.003753049,0.069525239,0.009288797,0.000938262,0.251595046,0.054278476,0.003518484,0.000422218,1.790023986,Browning,0.233690569,56.90561081,82.10454545,NA
8R496,2021,324748,4779464,0.00184223,0.066178555,0.021114785,0.003826169,0.000661313,0.000236183,0.182144544,0.010533774,0.034577232,0.000803023,0.001369863,0.201511573,0.348228625,0.120217289,0.006754842,1.903777345,Reconyx,0.7614442,66.5564478,101.4805556,NA
8R498,2021,332203,4779116,0.000609871,0.052589604,0.009288797,0.002298743,0.000187652,0,0.338009007,0.009570276,0.043113154,0.001548133,0,0.145055357,0.206839932,0.185963595,0.004925877,1.813135013,Browning,0.926628403,80.42472009,97.53287037,NA
8R507,2021,316668,4783516,0.002298743,0.053199475,0.01369863,0.001641959,0.000469131,4.69E-05,0.214017639,0.009382623,0.043629199,0.002908613,0.001266654,0.185494464,0.268718334,0.185682117,0.017545506,1.9428875,Browning,0.809491913,71.49559017,87.8531401,NA
8R508,2021,320944,4783987,0.000562957,0.05629574,0.016419591,0.003096266,0.000609871,0,0.256661663,0.007646838,0.044332895,0.00211109,0.000375305,0.228607619,0.246856821,0.131966598,0.004456746,1.647621314,Bushnell,0.89760439,69.22812285,89.084,NA
8R509,2021,325738,4782164,0.000187652,0.054419216,0.016325765,0.003471571,0.000985175,0.000469131,0.199568399,0.015059111,0.050290861,0.001970351,0.001125915,0.133890036,0.397307187,0.120754363,0.004175267,1.754061333,Browning,0.396084713,70.35403766,101.012963,NA
8R511,2021,333051,4703051,0.000944733,0.05649504,0.007085498,0.001180916,0.000236183,0,0.365328295,0.017194143,0.235333018,0.005290505,0.001322626,0.259565423,0.021776098,0.019461502,0.008786018,1.685586907,Reconyx,0.87870579,68.74507952,104.3847222,NA
8R519,2021,321303,4786512,0.001180916,0.063863958,0.034718942,0.01242324,0.002834199,4.72E-05,0.202975909,0.002503543,0.036655645,0.002645253,0.001653283,0.186632026,0.31256495,0.131554086,0.007746812,1.463737965,Reconyx,0.954828096,72.838923,82.8462963,NA
8R520,2021,324219,4786829,0.001180916,0.059423713,0.03051488,0.015446386,0.006140765,0.00014171,0.235333018,0.007652338,0.049551252,0.001180916,0.001606046,0.144119036,0.305621162,0.136419462,0.005668399,1.387871989,Reconyx,0.9223998,70.94945678,84.024,NA
8R521,2021,335561,4778727,0.000377893,0.05663675,0.006802078,0.001322626,9.45E-05,0,0.300519603,0.010486538,0.032168162,0.002692489,0.004393009,0.111053377,0.274303259,0.196221068,0.002928673,1.779892853,Reconyx,0.64820584,82.31774524,97.76488889,NA
8R522,2021,339943,4779178,0.004644399,0.050384688,0.00797523,0.001266654,0.000281479,0,0.231328579,0.008397448,0.029883655,0.002064177,0.004597485,0.090495403,0.274629386,0.289641584,0.004409833,1.733112645,Reconyx,0.546242445,61.51873397,106.7555556,NA
8R524,2021,358850,4787860,0.004175267,0.063098142,0.022330644,0.008678927,0.001641959,9.38E-05,0.469881779,0.014027022,0.038140364,0.005817226,0.001266654,0.100910114,0.158284856,0.107477951,0.004175267,1.374487352,Browning,0.766186755,84.66253831,106.0004274,NA
8R525,2021,363001,4787152,0.001266654,0.056530306,0.009992494,0.001735785,0.000375305,0,0.407346594,0.007693751,0.024254081,0.005770313,0.00075061,0.070041284,0.227434791,0.181413023,0.005395008,1.465619363,Browning,0.850977377,93.93569775,120.7041667,NA
8R528,2021,358597,4791973,0.002645253,0.055739254,0.01299008,0.004062352,0.000614077,0,0.412187057,0.011147851,0.034955125,0.003542749,0.007652338,0.090222012,0.268587624,0.093623051,0.002031176,1.239260009,Reconyx,0.100500257,75.94079672,75.66818182,NA
8R529,2021,363735,4791725,0.003096266,0.051088384,0.006896228,0.000938262,9.38E-05,4.69E-05,0.5303997,0.005488835,0.039594671,0.004597485,0.002767874,0.070322762,0.12356915,0.155610809,0.005488835,1.325716662,Browning,0.104022744,92.34065178,127.7601852,NA
8R536,2021,358570,4795391,0.001454307,0.056061175,0.008772753,0.001407394,9.38E-05,0,0.336976919,0.007506099,0.053950084,0.001923438,0.003330831,0.105695252,0.258444361,0.155657722,0.00872584,1.091212852,Reconyx,0.065934997,73.62231813,59.55050505,NA
8R537,2021,363018,4795090,0.007834491,0.0722462,0.011259148,0.002486395,0.000281479,9.38E-05,0.488130981,0.01444924,0.053199475,0.005207356,0.003096266,0.032276224,0.194501783,0.110902608,0.004034528,1.189911239,Bushnell,0.054075104,80.84693814,100.1787037,NA
8R606,2021,336983,4783710,0.006235239,0.05692017,0.014359943,0.004298536,0.001889466,0.001228153,0.294615021,0.002739726,0.037647615,0.00170052,0.007888521,0.117288616,0.266084081,0.182333491,0.004770902,1.523038752,Reconyx,0.670256324,71.24862226,92.99866667,NA
8R607,2021,340254,4783546,0.00056684,0.059707133,0.01454889,0.003542749,0.001464336,0,0.355550307,0.007132735,0.057817667,0.003070383,0.006660368,0.146008503,0.188852149,0.152621634,0.002456306,1.526407488,Browning,0.323442036,80.00314911,89.72533333,NA
8R617,2021,352535,4714795,0.000614077,0.04251299,0.011053377,0.001889466,0.000330657,0,0.217288616,0.022957015,0.087907416,0.009636278,0.00042513,0.504062352,0.053660841,0.045866793,0.001794993,1.533430704,Reconyx,0.603144751,55.56605259,119.7737778,NA
8R618,2021,355829,4713396,0.002314596,0.037978271,0.017099669,0.00184223,0.00028342,0.000236183,0.166698158,0.005573925,0.045536136,0.002786963,0.00014171,0.600094473,0.05706188,0.059423713,0.002928673,1.507588582,Reconyx,0.859006199,57.53424658,114.5342995,NA
8R619,2021,359375,4713693,0.001606046,0.023193198,0.027302787,0.006849315,0.000944733,4.72E-05,0.106518658,0.001369863,0.013179027,0.002834199,0.000330657,0.319083609,0.459943316,0.032262636,0.004534719,1.500164008,Reconyx,0.034669708,39.3323886,105.2294686,NA
8R625,2021,355927,4716286,0.000328392,0.025708388,0.022330644,0.00436292,0.000562957,4.69E-05,0.111934697,0.002345656,0.018249202,0.002627135,0.000328392,0.432069807,0.298883468,0.076562207,0.003659223,1.499909337,Reconyx,0.570536874,41.29918058,105.7564444,NA
8R626,2021,358805,4717622,9.38E-05,0.024910865,0.040767499,0.008960405,0.001313567,0.000140739,0.09542128,0.000140739,0.007553012,0.002814787,0.000234566,0.278851567,0.5057234,0.030493526,0.002580221,1.470942497,Reconyx,0.690060018,32.65152937,88.99733333,NA
8R635,2021,258441,4721425,0.000375305,0.110011259,0.011634453,0.004644399,0.000609871,0.000187652,0.236676675,0.001125915,0.021392381,0.005301182,0.000328392,0.194407956,0.38576656,0.024582473,0.002955526,1.489740729,Browning,0.880903265,54.40357791,73.33636364,NA
8R636,2021,278114,4722076,0.000236183,0.050779405,0.01256495,0.002598016,0.000472367,0,0.294189891,0.014643363,0.050968351,0.015021256,0.004345772,0.180396788,0.368209731,0.005101559,0.000472367,1.511999369,Reconyx,0.257851893,60.77783026,94.36133333,NA
8R637,2021,355257,4722174,4.69E-05,0.031525615,0.030634265,0.008960405,0.001219741,4.69E-05,0.035184838,0.001407394,0.024207168,0.003049353,0.000609871,0.176768625,0.681319197,0.004644399,0.000375305,1.51967786,Reconyx,0.549166199,19.67223369,91.95185185,NA
8R644,2021,254264,4725129,0.015481329,0.044520548,0.005254269,0.001219741,0.000422218,0.000703697,0.204353537,0.040157628,0.105085382,0.002814787,0.001079002,0.010180146,0.443938825,0.068117846,0.056671045,1.524053591,Reconyx,0.534655552,29.91493088,88.75601852,NA
8R645,2021,258797,4724690,0.000281479,0.037671233,0.007740664,0.002017264,0.000140739,0,0.275661475,0.022002252,0.046537812,0.008678927,0.002158003,0.184321636,0.386939388,0.024957778,0.000891349,1.530492679,Reconyx,0.406666385,54.73196973,79.61666667,NA
8R646,2021,263780,4725118,0.000472367,0.047425602,0.008502598,0.004581956,4.72E-05,0,0.257014643,0.011289561,0.046150213,0.017477563,0.005526689,0.091780822,0.50042513,0.007557865,0.001747756,1.569694306,Reconyx,0.640135238,47.92945993,70.44292929,NA
8R647,2021,275545,4725040,9.38E-05,0.041189717,0.013323325,0.002158003,0.000234566,0,0.330690561,0.004597485,0.028007131,0.026693564,0.004222181,0.195627698,0.343404016,0.008444361,0.001313567,1.565350026,Reconyx,0.092240378,58.95415025,73.36956522,NA
8R648,2021,278446,4725983,9.51E-05,0.052604043,0.010463734,0.001284185,0.000237812,0,0.529274673,0.006325803,0.053127229,0.019976219,0.002806183,0.1843044,0.137693222,0.000998811,0.000808561,1.579533362,Browning,0.16450927,66.34958383,104.5564103,NA
8R655,2021,259231,4728472,0.009966934,0.023476618,0.007652338,0.0014171,4.72E-05,0.00056684,0.35621162,0.031695796,0.110297591,0.009163911,0.002598016,0.067312234,0.252338214,0.004818139,0.122437411,1.577966236,Reconyx,0.383594299,39.04896867,80.87584541,NA
8R656,2021,273542,4728734,0.000234566,0.049258773,0.017920811,0.004034528,0.000516044,0,0.314083318,0.01580972,0.04832051,0.008069056,0.003237005,0.077875774,0.435682117,0.023503472,0.001454307,1.559531416,Browning,0.899888368,52.91799587,70.364,NA
8R657,2021,278858,4730277,0.002580221,0.045834115,0.007412272,0.001219741,4.69E-05,0,0.459795459,0.012666542,0.067977106,0.009288797,0.00211109,0.110433477,0.125867893,0.079799212,0.074967161,1.63577216,Browning,0.443008294,52.07355977,92.79583333,NA
8R65A,2021,301165,4679793,0.006754842,0.0426547,0.003164856,0.001039206,4.72E-05,0.00099197,0.325885687,0.088663203,0.245866793,0.004298536,0.002409069,0.21256495,0.049929145,0.009541804,0.006188002,1.499198667,Reconyx,0.84921434,51.78712014,85.98177778,NA
8R65B,2021,302282,4678381,0.007705113,0.041664685,0.003234245,0.00156956,0.00019025,0.001474435,0.320665874,0.090368609,0.269916766,0.002615933,0.000428062,0.201617122,0.032580262,0.019500595,0.00646849,1.465771341,Reconyx,0.133534745,50.93935791,86.44675926,NA
